
--- 2026-09-22 17:23:47.028126 开始记录 ---
Ilog_system_init:log init ok, buf=4096, filter=1
Iio_system_init:IO System Init OK
Iw25qxx_drv_init:W25Q init start
Iw25qxx_drv_init:W25Q init OK (ID:0xEF17)
Iads1255_init:ADS0: Initting
Iads1255_init:Init ok
Iads1255_init:ADS1: Initting
Iads1255_init:Init ok
Iadc_system_init:ADS Init OK
RE0,5039251,5233326,5046256,5157751
RE1,5039089,5233480,5045843,5158214
RE2,5039077,5233298,5046283,5160155
RE3,5039409,5233445,5046688,5160720
RE4,5038854,5233207,5045713,5159495
RE5,5039158,5233165,5045171,5158239
RE6,5038843,5233097,5046506,5158611
RE7,5038771,5233365,5044485,5158264
RE8,5038661,5233283,5044434,5158979
RE9,5038961,5232961,5045047,5159770
RE10,5039038,5233148,5044936,5158472
RE11,5038992,5232966,5046555,5158185
RE12,5038940,5232996,5044602,5157997
RE13,5038522,5233013,5046820,5158229
RE14,5038990,5233180,5045564,5158776
RE15,5038933,5233217,5045613,5159140
RE16,5039182,5233139,5045851,5158222
ADC_LIMIT:5039409,5233480,5046820,5160720,5038522,5232961,5044434,5157751
RE17,5038893,5233082,5046442,5158654
RE18,5039178,5232929,5046370,5159811
RE19,5038990,5233413,5044673,5159989
RE20,5038941,5233554,5045169,5160254
RE21,5039058,5233430,5045607,5158809
RE22,5039148,5233311,5045534,5160027
RE23,5039397,5233262,5047356,5159238
RE24,5039368,5233375,5046648,5159960
RE25,5039155,5233491,5046362,5160212
RE26,5039288,5233743,5046510,5160388
RE27,5039015,5233569,5046822,5160862
RE28,5039147,5233435,5045883,5160466
RE29,5039036,5233554,5047039,5161091
RE30,5039028,5233421,5047667,5161498
RE31,5038908,5233421,5047161,5159870
RE32,5039054,5232959,5047584,5160872
RE33,5038767,5233347,5046978,5161047
RE34,5038781,5233298,5047560,5159368
ADC_LIMIT:5039409,5233743,5047667,5161498,5038522,5232929,5044434,5157751
RE35,5038811,5233070,5047347,5161412
RE36,5038645,5233078,5047350,5160144
RE37,5038932,5233215,5048311,5160335
RE38,5038799,5233160,5047803,5160255
RE39,5038694,5233396,5048026,5160817
RE40,5038845,5233194,5046803,5161438
RE41,5038813,5233158,5047579,5162270
RE42,5038843,5232871,5047536,5161859
RE43,5038750,5233285,5048358,5163380
RE44,5038869,5233105,5049509,5161595
RE45,5038518,5233021,5048153,5161101
RE46,5038977,5232918,5049935,5161756
RE47,5038632,5232818,5048692,5161498
RE48,5038828,5233353,5051401,5162710
RE49,5038842,5232729,5050467,5162995
RE50,5038962,5233164,5048872,5162923
RE51,5038894,5233214,5051340,5164128
RE52,5039061,5233198,5050377,5162880
ADC_LIMIT:5039409,5233743,5051401,5164128,5038518,5232729,5044434,5157751
RE53,5038753,5233045,5050034,5163470
RE54,5038650,5232975,5050487,5162573
RE55,5039066,5232881,5050404,5162352
RE56,5038823,5233082,5050118,5163107
RE57,5038689,5232561,5050652,5162594
RE58,5038687,5232671,5050887,5164128
RE59,5038748,5232684,5050754,5162779
RE60,5038504,5232933,5052209,5163233
RE61,5038544,5233067,5049621,5164794
RE62,5038523,5232878,5051964,5164036
RE63,5038661,5232606,5050890,5164632
RE64,5038763,5232933,5051051,5165115
RE65,5038675,5232496,5052372,5163525
RE66,5038238,5232374,5051470,5164957
RE67,5038487,5232598,5051737,5164579
RE68,5038291,5232715,5051739,5164173
RE69,5038490,5232514,5051322,5166010
ADC_LIMIT:5039409,5233743,5052805,5166010,5038238,5232374,5044434,5157751
RE70,5038248,5232560,5052805,5164321
RE71,5038483,5232675,5052622,5165554
RE72,5038637,5232777,5053411,5165292
RE73,5038585,5232661,5050932,5164857
RE74,5038443,5232556,5051346,5164294
RE75,5038517,5232784,5051078,5165662
RE76,5038452,5232369,5052343,5165133
RE77,5038521,5232430,5053271,5164828
RE78,5038138,5232536,5052444,5164709
RE79,5038203,5232431,5052882,5165156
RE80,5038304,5232798,5050517,5165438
RE81,5038039,5232381,5052049,5164993
RE82,5038548,5232357,5051810,5164193
RE83,5038431,5232089,5051840,5164529
RE84,5038325,5232529,5050688,5164532
RE85,5038093,5232405,5051368,5164076
RE86,5038510,5232554,5052219,5164226
RE872,5033613,5227607,5049966,5163285
RE873,5033348,5227394,5051024,5162483
RE874,5033458,5227594,5049596,5163432
RE875,5033652,5227419,5051019,5164421
RE876,5033197,5227333,5049060,5163512
RE877,5033542,5227377,5049618,5162567
RE878,5033445,5227636,5049780,5163610
RE879,5033541,5227524,5050536,5164331
RE880,5033282,5227356,5048463,5163405
RE881,5033669,5227601,5051471,5164034
RE882,5033545,5227688,5050383,5164651
ADC_LIMIT:5039409,5233743,5054580,5167876,5033197,5227188,5043060,5156216
RE883,5033603,5227327,5049672,5165553
RE884,5033173,5227354,5051136,5164291
RE885,5033181,5227291,5051270,5164158
RE886,5033178,5227512,5052790,5164181
RE887,5033523,5227344,5050825,5164506
RE888,5033200,5227512,5051543,5164768
RE889,5033237,5227371,5050258,5164241
RE890,5033334,5227419,5051894,5163728
RE891,5033663,5227259,5051817,5163469
RE892,5033191,5227387,5049895,5164159
RE893,5033426,5227245,5050989,5163700
RE894,5033237,5227131,5051863,5164016
RE895,5032936,5227264,5049265,5163384
RE896,5033364,5227307,5050620,5165241
RE897,5033282,5227384,5049992,5164528
RE898,5033362,5227519,5048981,5164026
RE899,5033262,5227102,5050691,5164057
RE900,5033528,5227415,5050074,5165536
ADC_LIMIT:5039409,5233743,5054580,5167876,5032936,5227102,5043060,5156216
RE901,5033520,5227347,5050214,5165069
RE902,5033218,5227108,5049740,5164180
RE903,5033447,5227539,5051674,5164869
RE904,5033258,5227143,5052013,5164021
RE905,5033001,5227219,5048899,5163702
RE906,5033512,5227236,5049810,5163896
RE907,5033183,5227069,5050437,5163106
RE908,5032946,5226951,5049590,5164373
RE909,5033051,5226766,5049565,5163390
RE910,5032926,5226754,5049942,5163043
RE911,5032941,5226814,5048022,5163423
RE912,5033069,5227182,5050133,5162526
RE913,5033295,5226930,5050153,5162655
RE914,5032797,5227182,5047972,5161375
RE915,5033024,5227205,5048986,5162568
RE916,5033387,5227298,5050299,5162626
RE917,5033246,5227130,5048389,5162660
ADC_LIMIT:5039409,5233743,5054580,5167876,5032797,5226754,5043060,5156216
RE918,5032931,5227653,5048439,5163249
RE919,5033266,5227041,5049550,5161390
RE920,5033036,5227224,5049333,5161325
RE921,5032919,5227128,5047528,5161031
RE922,5033384,5227540,5049681,5162393
RE923,5032977,5227296,5047336,5160954
RE924,5032951,5227109,5049110,5161612
RE925,5033247,5227418,5048359,5162507
RE926,5033071,5227284,5047468,5161026
RE927,5032909,5227124,5048044,5160563
RE928,5033486,5226864,5047156,5161733
RE929,5033130,5227052,5048099,5159512
RE930,5033065,5227299,5047703,5161536
RE931,5033380,5227083,5048451,5161216
RE932,5033298,5227127,5047053,5160422
RE933,5032895,5226996,5046606,5159929
RE934,5033147,5227033,5048749,5159800
RE935,5033291,5227301,5046930,5160246
ADC_LIMIT:5039409,5233743,5054580,5167876,5032797,5226754,5043060,5156216
RE936,5033329,5227224,5047726,5159047
RE937,5033205,5227102,5045087,5160255
RE938,5033338,5227059,5046978,5160333
RE939,5033197,5227256,5046941,5160235
RE940,5033112,5227389,5045881,5159414
RE941,5033259,5227159,5046544,5157872
RE942,5033078,5227328,5045787,5159254
RE943,5033221,5227014,5044414,5159064
RE944,5033363,5227115,5045501,5159820
RE945,5033135,5226936,5047027,5158024
RE946,5033181,5226958,5045627,5158956
RE947,5032813,5227032,5045303,5159056
RE948,5033080,5227165,5047496,5159635
RE949,5033300,5227042,5044353,5157913
RE950,5033365,5227144,5045100,5157030
RE951,5033362,5227122,5046281,5157733
RE952,5033443,5227184,5045164,5158850
RE953,5033115,5226716,5045609,5158258
ADC_LIMIT:5039409,5233743,5054580,5167876,5032797,5226716,5043060,5156216
RE954,5032969,5227113,5044860,5157649
RE955,5033134,5227016,5045479,5157545
RE956,5032940,5226892,5046122,5159391
RE957,5032997,5227119,5044559,5159076
RE958,5033439,5226801,5045672,5158492
RE959,5032535,5226925,5045758,5158051
RE960,5032899,5227328,5045169,5159033
RE961,5032932,5226964,5044587,5158450
RE962,5032659,5226966,5045540,5161043
RE963,5032899,5226913,5046691,5159191
RE964,5033316,5226546,5047209,5158944
RE965,5032859,5226912,5045274,5158936
RE966,5033341,5226832,5046215,5159861
RE967,5033011,5227132,5045675,5160030
RE968,5032520,5226952,5046296,5159458
RE969,5032471,5226923,5047100,5158972
RE970,5032971,5227171,5046651,5160207
ADC_LIMIT:5039409,5233743,5054580,5167876,5032471,5226546,5043060,5156216
RE971,5032955,5226822,5047347,5159794
RE972,5033004,5226932,5046241,5160920
RE973,5033123,5226821,5048475,5159607
RE974,5033065,5227222,5048650,5160374
RE975,5032803,5226924,5047480,5161427
RE976,5033091,5226832,5047474,5159889
RE977,5033206,5226839,5047913,5161517
RE978,5032821,5226909,5047732,5160870
RE979,5032946,5226691,5049312,5162410
RE980,5032781,5226631,5048017,5160488
RE981,5033084,5226850,5049632,5161481
RE982,5032823,5226894,5048089,5161086
RE983,5032519,5227060,5047997,5161537
RE984,5032824,5226621,5047882,5162348
RE985,5033025,5226652,5049090,5162854
RE986,5033176,5227045,5050280,5163807
RE987,5032981,5226706,5049429,5162957
RE988,5032963,5226892,5049809,5162091
ADC_LIMIT:5039409,5233743,5054580,5167876,5032471,5226546,5043060,5156216
RE989,5032955,5227165,5050523,5162196
RE990,5032872,5226932,5050886,5161419
RE991,5032966,5227067,5050260,5163682
RE992,5032928,5227062,5050603,5162617
RE993,5032849,5226889,5050641,5162676
RE994,5032886,5226880,5052556,5163704
RE995,5032822,5227285,5049463,5163634
RE996,5032698,5226710,5051668,5164051
RE997,5032876,5226704,5050104,5163747
RE998,5032792,5226695,5050372,5164848
RE999,5032499,5226484,5050712,5165035
RE1000,5032832,5226486,5049494,5164293
RE1001,5032762,5226846,5051977,5164915
RE1002,5032797,5226775,5052064,5164723
RE1003,5032915,5226616,5052435,5163388
RE1004,5032750,5226950,5052280,5165145
RE1005,5032684,5226916,5052662,5165915
RE1006,5032862,5226676,5053191,5164356
ADC_LIMIT:5039409,5233743,5054580,5167876,5032471,5226484,5043060,5156216
RE1007,5032808,5226774,5053016,5165492
RE1008,5033063,5226529,5051338,5164997
RE1009,5032524,5226975,5050460,5166118
RE1010,5032848,5226760,5052301,5165681
RE1011,5032835,5226519,5050990,5163687
RE1012,5032654,5226818,5053723,5165109
RE1013,5032466,5226894,5052430,5164450
RE1014,5032327,5226736,5050703,5165795
RE1015,5032445,5226629,5051730,5165253
RE1016,5032555,5226571,5053018,5164012
RE1017,5032342,5226365,5049717,5163943
RE1018,5032099,5226621,5052639,5166713
RE1019,5032579,5226496,5052364,5163180
RE1020,5032708,5226485,5051923,5163758
RE1021,5032572,5226914,5051724,5163504
RE1022,5032852,5226729,5050454,5164078
RE1023,5033190,5226643,5050017,5163657
ADC_LIMIT:5039409,5233743,5054580,5167876,5032099,5226365,5043060,5156216
RE1024,5032547,5226681,5050209,5163826
RE1025,5032859,5226839,5050222,5164976
RE1026,5032944,5227020,5051050,5163680
RE1027,5033012,5226920,5050878,5162478
RE1028,5032931,5226882,5049195,5161974
RE1029,5032937,5226663,5050091,5163183
RE1030,5032545,5226296,5049827,5163378
RE1031,5032341,5226676,5050171,5161104
RE1032,5032732,5226894,5048408,5163025
RE1033,5032698,5226503,5049046,5160752
RE1034,5032551,5226268,5048188,5161025
RE1035,5032612,5226589,5047485,5161345
RE1036,5032526,5226559,5048006,5160997
RE1037,5032536,5226637,5048362,5160602
RE1038,5032589,5226602,5048189,5160232
RE1039,5032682,5226552,5048101,5160273
RE1040,5032669,5226623,5047148,5160284
RE1041,5032771,5226548,5045311,5159966
ADC_LIMIT:5039409,5233743,5054580,5167876,5032099,5226268,5043060,5156216
RE1042,5032619,5226379,5045994,5157977
RE1043,5032380,5226357,5046046,5161385
RE1044,5032657,5226416,5046185,5159227
RE1045,5032565,5226152,5045588,5158953
RE1046,5032579,5226329,5046469,5157816
RE1047,5032521,5226420,5045290,5158953
RE1048,5032224,5226836,5045718,5160273
RE1049,5032550,5226547,5045386,5158365
RE1050,5032309,5226476,5045963,5158381
RE1051,5032817,5226402,5045489,5158822
RE1052,5032778,5226500,5044467,5157605
RE1053,5032366,5226484,5045119,5157665
